address,elementary_school_link,elementary_school_name,elementary_school_rating,estimated_monthly_cost,high_school_link,high_school_name,high_school_rating,hoa_fees,home_details_link,listing_provider_name,listing_provider_phone,middle_school_link,middle_school_name,middle_school_rating,number_of_bathrooms,number_of_bedrooms,price,property_taxes_last_year,property_taxes_monthly,sqft,type,zestimate_rent_price,zestimate_sell_price
"Apartment for sale, 474 48th Ave # PH2E, Long Island City, NY 11109, $775,000",https://www.greatschools.org/school?id=02846&state=NY,P.S. 78,9,"$6,994",https://www.greatschools.org/school?id=02013&state=NY,Long Island City High School,,"$3,263/mo",https://www.zillow.com/homedetails/474-48th-Ave-PH2E-Long-Island-City-NY-11109/2082248310_zpid/,Mary Torres,(347) 302-2100,https://www.greatschools.org/school?id=02013&state=NY,Long Island City High School,2,2,2,"$775,000",,$543/mo,"1,003",Apartment for sale,"$4,697/mo",
"House for sale, 254 Greenway N, Forest Hills, NY 11375, $2,600,000",https://www.greatschools.org/school?id=02349&state=NY,Ps 101 School In The Gardens,9,"$13,064",https://www.greatschools.org/school?id=02599&state=NY,Jhs 190 Russell Sage,5,$300/mo,https://www.zillow.com/homedetails/254-Greenway-N-Forest-Hills-NY-11375/32005676_zpid/,Thomas Tsang,Source: StreetEasy,https://www.greatschools.org/school?id=02599&state=NY,Jhs 190 Russell Sage,8,5,6,"$2,600,000","$23,481","$1,820/mo","13,794",House for sale,"$2,400","$2,348,614"
"Co-op for sale, 2105 33rd St APT 2A, Astoria, NY 11105, $550,000",https://www.greatschools.org/school?id=02300&state=NY,Ps 85 Judge Charles Vallone,8,"$3,745",https://www.greatschools.org/school?id=02472&state=NY,Is 141 The Steinway,2,"$1,041/mo",https://www.zillow.com/homedetails/2105-33rd-St-APT-2A-Astoria-NY-11105/245461251_zpid/,Arkadiy Munarov,Source: StreetEasy,https://www.greatschools.org/school?id=02472&state=NY,Is 141 The Steinway,9,2,3,"$550,000","$1,867,944",$385/mo,"1,100",Co-op for sale,"$2,200/mo",
"Apartment for sale, 6316 70th St, Flushing, NY 11379, $899,000",https://www.greatschools.org/school?id=02432&state=NY,"P.S. 128 the Lorraine Tuzzo, Juniper Valley Elementary School",9,"$4,320",https://www.greatschools.org/school?id=01968&state=NY,Grover Cleveland H.S.,,$0/mo,https://www.zillow.com/homedetails/6316-70th-St-Flushing-NY-11379/31995309_zpid/,Michele Beaudoin,(718) 505-9220,https://www.greatschools.org/school?id=01968&state=NY,Grover Cleveland H.S.,2,3,4,"$899,000","$6,003",$629/mo,"2,300",Apartment for sale,"$2,250","$874,336"
"For sale by owner, 8246 Penelope Ave, Flushing, NY 11379, $1,200,000",https://www.greatschools.org/school?id=02191&state=NY,Ps 49 Dorothy Bonawit Kole,8,"$5,929",https://www.greatschools.org/school?id=02023&state=NY,Newtown High School,,$0/mo,https://www.zillow.com/homedetails/8246-Penelope-Ave-Flushing-NY-11379/31996571_zpid/,(917) 593-0977,,https://www.greatschools.org/school?id=02023&state=NY,Newtown High School,3,3,3,"$1,200,000","$6,820",$840/mo,"1,632",For sale by owner,"$2,500","$847,805"
"House for sale, 11637 233rd St, Jamaica, NY 11411, $525,000",https://www.greatschools.org/school?id=02490&state=NY,Ps Ms 147 Ronald Mcnair,3,"$2,572",https://www.greatschools.org/school?id=18182&state=NY,BENJAMIN FRANKLIN HIGH SCHOOL FOR FINANCE AND INFORMATION TECHNOLOGY,,$0/mo,https://www.zillow.com/homedetails/11637-233rd-St-Jamaica-NY-11411/32166507_zpid/,Kevin Leatherman,(516) 766-1400,https://www.greatschools.org/school?id=18182&state=NY,BENJAMIN FRANKLIN HIGH SCHOOL FOR FINANCE AND INFORMATION TECHNOLOGY,4,2,3,"$525,000","$5,814",$368/mo,"1,350",House for sale,"$2,600","$520,166"
"Co-op for sale, 19917 17th Ave # UP, Whitestone, NY 11357, $298,888",https://www.greatschools.org/school?id=02647&state=NY,Ps 209 Clearview Gardens,8,"$2,493",https://www.greatschools.org/school?id=02610&state=NY,Jhs 194 William Carr,2,"$1,029/mo",https://www.zillow.com/homedetails/19917-17th-Ave-UP-Whitestone-NY-11357/2082032048_zpid/,Bobby Gellert,(914) 419-3742,https://www.greatschools.org/school?id=02610&state=NY,Jhs 194 William Carr,8,1,2,"$298,888",,$209/mo,--,Co-op for sale,"$2,000","$291,237"
"House for sale, 13834 10th Ave, Malba, NY 11357, $1,699,000",https://www.greatschools.org/school?id=02284&state=NY,Ps 79 Francis Lewis,10,"$8,395",https://www.greatschools.org/school?id=02610&state=NY,Jhs 194 William Carr,2,$0/mo,https://www.zillow.com/homedetails/13834-10th-Ave-Malba-NY-11357/32025829_zpid/,Peter Korahais,(718) 819-4022,https://www.greatschools.org/school?id=02610&state=NY,Jhs 194 William Carr,8,3,4,"$1,699,000","$12,930","$1,189/mo","2,800",House for sale,"$3,000","$1,605,349"
"Co-op for sale, 15226 Jewel Ave # 93A, Flushing, NY 11367, $299,000",,,,"$1,465",,,,$0/mo,https://www.zillow.com/homedetails/15226-Jewel-Ave-93A-Flushing-NY-11367/245417984_zpid/,Juan Loubriel,(718) 441-4138,,,,1,2,"$299,000","$822,161",$209/mo,950,Co-op for sale,"$2,100","$289,875"
"Co-op for sale, 23-20 Bell Blvd # 2A, Bayside, NY 11360, $440,000",https://www.greatschools.org/school?id=02553&state=NY,P.S. 169 Bay Terrace,7,"$3,517",https://www.greatschools.org/school?id=08818&state=NY,World Journalism Preparatory  A College Board School,,"$1,362/mo",https://www.zillow.com/homedetails/23-20-Bell-Blvd-2A-Bayside-NY-11360/245393279_zpid/,Joanne Goode,(646) 261-3725,https://www.greatschools.org/school?id=08818&state=NY,World Journalism Preparatory  A College Board School,7,2,2,"$440,000","$709,516",$308/mo,"168,516",Co-op for sale,"$2,200","$425,617"
"Apartment for sale, 11554 175th St, Jamaica, NY 11434, $400,000",https://www.greatschools.org/school?id=02142&state=NY,Ps 36 St Albans School,3,"$1,959",https://www.greatschools.org/school?id=02228&state=NY,Is 59 Springfield Gardens,3,$0/mo,https://www.zillow.com/homedetails/11554-175th-St-Jamaica-NY-11434/32190712_zpid/,Susan Chen,(631) 215-5558,https://www.greatschools.org/school?id=02228&state=NY,Is 59 Springfield Gardens,5,3,4,"$400,000","$5,848",$280/mo,"2,160",Apartment for sale,"$2,300","$624,914"
"Townhouse for sale, 7910 Grand Ave, Flushing, NY 11373, $749,000",https://www.greatschools.org/school?id=07015&state=NY,Ps 58 School Of Heroes,7,"$3,599",https://www.greatschools.org/school?id=02271&state=NY,Is 73 The Frank Sansivieri Intermediate School,3,$0/mo,https://www.zillow.com/homedetails/7910-Grand-Ave-Flushing-NY-11373/63408681_zpid/,Jim Pappas,(718) 478-4545,https://www.greatschools.org/school?id=02271&state=NY,Is 73 The Frank Sansivieri Intermediate School,8,3,3,"$749,000","$8,299",$524/mo,"2,000",Townhouse for sale,"$2,300","$1,190,413"
"Condo for sale, 136 Beach 92nd St # 1A, Rockaway Beach, NY 11693, $469,900",https://www.greatschools.org/school?id=02582&state=NY,Ps 183 Dr Richard R Green,3,"$2,302",https://www.greatschools.org/school?id=13520&state=NY,Rockaway Park High School For Environmental Sustai,,$0/mo,https://www.zillow.com/homedetails/136-Beach-92nd-St-1A-Rockaway-Beach-NY-11693/68316706_zpid/,Mary Peri,(516) 889-7500,https://www.greatschools.org/school?id=13520&state=NY,Rockaway Park High School For Environmental Sustai,2,2,2,"$469,900","$7,085",$329/mo,"1,433",Condo for sale,"$2,300",
"Co-op for sale, 6910 108th St # 9AJ, Forest Hills, NY 11375, $539,000",https://www.greatschools.org/school?id=02613&state=NY,Ps 196 Grand Central Parkway,10,"$3,671",https://www.greatschools.org/school?id=02523&state=NY,Jhs 157 Stephen A Halsey,5,"$1,031/mo",https://www.zillow.com/homedetails/6910-108th-St-9AJ-Forest-Hills-NY-11375/219853313_zpid/,Margie Elstein,(212) 736-3440,https://www.greatschools.org/school?id=02523&state=NY,Jhs 157 Stephen A Halsey,9,2,2,"$539,000",,$377/mo,"1,000",Co-op for sale,"$2,400","$531,347"
"House for sale, 24108 144th Ave, Jamaica, NY 11422, $550,000",https://www.greatschools.org/school?id=02464&state=NY,P.S. / M.S. 138 Sunrise,3,"$2,694",https://www.greatschools.org/school?id=08444&state=NY,Excelsior Preparatorty High School,,$0/mo,https://www.zillow.com/homedetails/24108-144th-Ave-Jamaica-NY-11422/32209891_zpid/,Tara Persaud,(718) 848-4700,https://www.greatschools.org/school?id=08444&state=NY,Excelsior Preparatorty High School,3,2,3,"$550,000","$5,021",$385/mo,"1,640",House for sale,"$2,500/mo","$542,142"
"Co-op for sale, 9108 32nd Ave APT 409, East Elmhurst, NY 11369, $298,000",https://www.greatschools.org/school?id=06489&state=NY,Ps 228 Early Childhood Magnet School For The Arts,NA,"$1,460",https://www.greatschools.org/school?id=02485&state=NY,Is 145 Joseph Pulitzer,3,$0/mo,https://www.zillow.com/homedetails/9108-32nd-Ave-APT-409-East-Elmhurst-NY-11369/80620014_zpid/,Martin Dabao,(718) 274-2400,https://www.greatschools.org/school?id=02485&state=NY,Is 145 Joseph Pulitzer,8,1,2,"$298,000",--,$209/mo,"1,000",Co-op for sale,"$1,850","$285,502"
"House for sale, 6989 62nd Dr, Flushing, NY 11379, $1,899,000",https://www.greatschools.org/school?id=02432&state=NY,"P.S. 128 the Lorraine Tuzzo, Juniper Valley Elementary School",9,"$9,383",https://www.greatschools.org/school?id=01968&state=NY,Grover Cleveland H.S.,,$0/mo,https://www.zillow.com/homedetails/6989-62nd-Dr-Flushing-NY-11379/31994745_zpid/,Andrew LaSala,(917) 414-3404,https://www.greatschools.org/school?id=01968&state=NY,Grover Cleveland H.S.,3,5,5,"$1,899,000","$13,736","$1,329/mo","3,000",House for sale,"$3,000/mo","$1,749,871"
"Co-op for sale, 11250 Northern Blvd APT 5C, Corona, NY 11368, $185,000",https://www.greatschools.org/school?id=13486&state=NY,Ps 330,3,$930,https://www.greatschools.org/school?id=18070&state=NY,Corona Arts And Sciences Academy,3,$0/mo,https://www.zillow.com/homedetails/11250-Northern-Blvd-APT-5C-Corona-NY-11368/245380153_zpid/,Debra Miller,(718) 217-2549,https://www.greatschools.org/school?id=18070&state=NY,Corona Arts And Sciences Academy,5,1,2,"$185,000","$924,629",$130/mo,"290,000",Co-op for sale,"$1,925","$178,074"
"Co-op for sale, 175-20 Wexford Ter # 1R, Jamaica, NY 11432, $185,000",https://www.greatschools.org/school?id=02329&state=NY,Ps 95 Eastwood,7,$930,https://www.greatschools.org/school?id=01994&state=NY,Is 238 Susan B Anthony,3,$0/mo,https://www.zillow.com/homedetails/175-20-Wexford-Ter-1R-Jamaica-NY-11432/72651968_zpid/,Mohammed Karim,(718) 262-0205,https://www.greatschools.org/school?id=01994&state=NY,Is 238 Susan B Anthony,3,1,1,"$185,000",--,$130/mo,--,Co-op for sale,"$1,800","$181,659"
"House for sale, 2225 98th St, Flushing, NY 11369, $849,000",https://www.greatschools.org/school?id=02428&state=NY,Ps 127 Aerospace Science Magnet,6,"$4,079",https://www.greatschools.org/school?id=02805&state=NY,William Cullen Bryant High School,,$0/mo,https://www.zillow.com/homedetails/2225-98th-St-Flushing-NY-11369/31952184_zpid/,Laura Fox,(917) 854-1332,https://www.greatschools.org/school?id=02805&state=NY,William Cullen Bryant High School,3,3,6,"$849,000","$4,722",$594/mo,"1,260",House for sale,"$2,500","$825,127"
"Co-op for sale, 3081 54th St APT 4G, Woodside, NY 11377, $549,000",https://www.greatschools.org/school?id=02502&state=NY,Ps 151 Mary D Carter,2,"$3,675",https://www.greatschools.org/school?id=02053&state=NY,Is 10 Horace Greeley,3,$986/mo,https://www.zillow.com/homedetails/3081-54th-St-APT-4G-Woodside-NY-11377/2085435602_zpid/,Lisa D'Amico,(347) 413-3045,https://www.greatschools.org/school?id=02053&state=NY,Is 10 Horace Greeley,7,1,3,"$549,000",,$384/mo,"1,055",Co-op for sale,"$2,450","$531,475"
"House for sale, 22078 77th Ave, Flushing, NY 11364, $1,688,000",https://www.greatschools.org/school?id=02593&state=NY,Ps 188 Kingsbury,9,"$8,341",https://www.greatschools.org/school?id=02561&state=NY,Irwin Altman Middle School 172,2,$0/mo,https://www.zillow.com/homedetails/22078-77th-Ave-Flushing-NY-11364/32088622_zpid/,Annie Hsu,(718) 591-5000,https://www.greatschools.org/school?id=02561&state=NY,Irwin Altman Middle School 172,9,5,5,"$1,688,000","$15,795","$1,182/mo","3,528",House for sale,"$2,400","$1,589,799"
"House for sale, 13817 11th Ave, Flushing, NY 11357, $1,288,000",https://www.greatschools.org/school?id=02284&state=NY,Ps 79 Francis Lewis,10,"$6,364",https://www.greatschools.org/school?id=02610&state=NY,Jhs 194 William Carr,2,$0/mo,https://www.zillow.com/homedetails/13817-11th-Ave-Flushing-NY-11357/32025825_zpid/,Leela Sharma,(917) 833-8096,https://www.greatschools.org/school?id=02610&state=NY,Jhs 194 William Carr,8,3,4,"$1,288,000","$12,901",$902/mo,"2,800",House for sale,"$2,600","$1,222,536"
"House for sale, 5399 66th St, Flushing, NY 11378, $798,000",,,,,,,,,https://www.zillow.com/homedetails/5399-66th-St-Flushing-NY-11378/31982411_zpid/,,,,,,2,3,"$798,000",,,"1,152",House for sale,,
"House for sale, 10947 114th St, South Ozone Park, NY 11420, $608,000",https://www.greatschools.org/school?id=02369&state=NY,Ps 108 Capt Vincent G Fowler,7,"$2,921",https://www.greatschools.org/school?id=01992&state=NY,Jhs 226 Virgil I Grisson,3,$0/mo,https://www.zillow.com/homedetails/10947-114th-St-South-Ozone-Park-NY-11420/2108455190_zpid/,Karl Mohan,(718) 322-8989,https://www.greatschools.org/school?id=01992&state=NY,Jhs 226 Virgil I Grisson,5,3,3,"$608,000",,$426/mo,"1,802",House for sale,"$2,600/mo","$598,255"
"Co-op for sale, 1033 Whitestone Expy FL 1ST, Malba, NY 11357, $325,000",https://www.greatschools.org/school?id=02284&state=NY,Ps 79 Francis Lewis,10,"$1,592",https://www.greatschools.org/school?id=02587&state=NY,Jhs 185 Edward Bleeker,2,$0/mo,https://www.zillow.com/homedetails/1033-Whitestone-Expy-FL-1ST-Malba-NY-11357/2081869799_zpid/,Anthony Carollo,(718) 747-7747,https://www.greatschools.org/school?id=02587&state=NY,Jhs 185 Edward Bleeker,9,1,2,"$325,000",,$228/mo,--,Co-op for sale,"$2,000","$313,843"
"Condo for sale, 10724 71st Rd APT 18A, Flushing, NY 11375, $1,029,000",https://www.greatschools.org/school?id=02349&state=NY,Ps 101 School In The Gardens,9,"$6,030",https://www.greatschools.org/school?id=02599&state=NY,Jhs 190 Russell Sage,3,$946/mo,https://www.zillow.com/homedetails/10724-71st-Rd-APT-18A-Flushing-NY-11375/68315226_zpid/,Joe Marx,(917) 627-6332,https://www.greatschools.org/school?id=02599&state=NY,Jhs 190 Russell Sage,8,2,2,"$1,029,000","$7,355",$720/mo,986,Condo for sale,"$2,295","$984,582"
"Co-op for sale, 3006 29th St APT 5E, Astoria, NY 11102, $550,000",,,,,,,,,https://www.zillow.com/homedetails/3006-29th-St-APT-5E-Astoria-NY-11102/245368440_zpid/,,,,,,1,1,"$550,000",,,"67,704",Co-op for sale,,
"House for sale, 3909 Clearview Expy, Flushing, NY 11361, $899,000",https://www.greatschools.org/school?id=02527&state=NY,Ps 159,9,"$4,320",https://www.greatschools.org/school?id=02524&state=NY,Ms 158 Marie Curie,5,$0/mo,https://www.zillow.com/homedetails/3909-Clearview-Expy-Flushing-NY-11361/32061815_zpid/,Moira Clinton,(718) 358-3700,https://www.greatschools.org/school?id=02524&state=NY,Ms 158 Marie Curie,9,3,3,"$899,000","$7,724",$629/mo,"1,556",House for sale,"$2,250","$876,085"
"House for sale, 3419 83rd St, Flushing, NY 11372, $1,400,000",https://www.greatschools.org/school?id=06489&state=NY,Ps 228 Early Childhood Magnet School For The Arts,NA,"$6,918",https://www.greatschools.org/school?id=02485&state=NY,Is 145 Joseph Pulitzer,3,$0/mo,https://www.zillow.com/homedetails/3419-83rd-St-Flushing-NY-11372/31963076_zpid/,Jeff Putterman,(917) 204-7802,https://www.greatschools.org/school?id=02485&state=NY,Is 145 Joseph Pulitzer,8,3,4,"$1,400,000","$6,584",$980/mo,"2,275",House for sale,"$2,700","$1,319,166"
"House for sale, 24211 135th Ave, Jamaica, NY 11422, $595,000",,,,,,,,,https://www.zillow.com/homedetails/24211-135th-Ave-Jamaica-NY-11422/32205961_zpid/,,,,,,2,3,"$595,000",,,"1,512",House for sale,,
"Auction, 8088 Dumphries Pl, Jamaica, NY 11432, Price not available",https://www.greatschools.org/school?id=02441&state=NY,Ps 131 Abigail Adams,8,,https://www.greatschools.org/school?id=01994&state=NY,Is 238 Susan B Anthony,3,,https://www.zillow.com/homedetails/8088-Dumphries-Pl-Jamaica-NY-11432/32080333_zpid/,auction com,(800) 793-6107,https://www.greatschools.org/school?id=01994&state=NY,Is 238 Susan B Anthony,3,--,5,$--,"$7,661",,"1,888",Auction,"$2,400/mo","$1,031,287"
"Condo for sale, 260 Beach 81st St APT 6P, Rockaway Beach, NY 11693, $339,000",https://www.greatschools.org/school?id=02582&state=NY,Ps 183 Dr Richard R Green,3,"$1,661",https://www.greatschools.org/school?id=13520&state=NY,Rockaway Park High School For Environmental Sustai,,$0/mo,https://www.zillow.com/homedetails/260-Beach-81st-St-APT-6P-Rockaway-Beach-NY-11693/79733707_zpid/,Ryan Dorogoff,(718) 645-1665,https://www.greatschools.org/school?id=13520&state=NY,Rockaway Park High School For Environmental Sustai,2,1,2,"$339,000","$4,515",$237/mo,900,Condo for sale,"$2,195","$335,064"
"House for sale, 37 W 11th Rd, Broad Channel, NY 11693, $329,000",https://www.greatschools.org/school?id=02184&state=NY,Ps 47 Chris Galas,9,"$1,612",https://www.greatschools.org/school?id=13520&state=NY,Rockaway Park High School For Environmental Sustai,,$0/mo,https://www.zillow.com/homedetails/37-W-11th-Rd-Broad-Channel-NY-11693/32218810_zpid/,Margaret Wagner,(718) 835-4700,https://www.greatschools.org/school?id=13520&state=NY,Rockaway Park High School For Environmental Sustai,2,1,2,"$329,000","$2,442",$230/mo,960,House for sale,"$2,200","$324,407"
"Co-op for sale, 14724 Village Rd APT 81B, Jamaica, NY 11435, $225,000",https://www.greatschools.org/school?id=02397&state=NY,Ps 117 J Keld Briarwood School,5,"$2,468",https://www.greatschools.org/school?id=02661&state=NY,Jhs 217 Robert A Van Wyck,3,"$1,336/mo",https://www.zillow.com/homedetails/14724-Village-Rd-APT-81B-Jamaica-NY-11435/2083340036_zpid/,Janet Deutsch,(516) 432-3400,https://www.greatschools.org/school?id=02661&state=NY,Jhs 217 Robert A Van Wyck,6,1,2,"$225,000",,$158/mo,--,Co-op for sale,"$2,000","$221,056"
"House for sale, 7214 Loubet St, Forest Hills, NY 11375, $1,488,000",,,,,,,,,https://www.zillow.com/homedetails/7214-Loubet-St-Forest-Hills-NY-11375/145598470_zpid/,,,,,,3,4,"$1,488,000",,,"2,540",House for sale,,
"House for sale, 3 Concord St, Little Neck, NY 11362, $888,000",https://www.greatschools.org/school?id=02325&state=NY,Ps 94 David D Porter,10,"$4,267",https://www.greatschools.org/school?id=02252&state=NY,Jhs 67 Louis Pasteur,5,$0/mo,https://www.zillow.com/homedetails/3-Concord-St-Little-Neck-NY-11362/112077095_zpid/,Edna Mashaal,(516) 504-8884,https://www.greatschools.org/school?id=02252&state=NY,Jhs 67 Louis Pasteur,8,3,5,"$888,000",$2,$622/mo,"1,926",House for sale,,"$861,424"
"Co-op for sale, 6016 Little Neck Pkwy # 5A, Little Neck, NY 11362, $319,000",https://www.greatschools.org/school?id=02668&state=NY,Ps 221 The North Hills School,10,"$1,563",https://www.greatschools.org/school?id=02252&state=NY,Jhs 67 Louis Pasteur,5,$0/mo,https://www.zillow.com/homedetails/6016-Little-Neck-Pkwy-5A-Little-Neck-NY-11362/2082226191_zpid/,Josephine Marotta,(718) 224-3900,https://www.greatschools.org/school?id=02252&state=NY,Jhs 67 Louis Pasteur,8,1,2,"$319,000",,$223/mo,960,Co-op for sale,"$2,100","$308,721"
"House for sale, 25317 147th Rd, Rosedale, NY 11422, $514,999",,,,,,,,,https://www.zillow.com/homedetails/25317-147th-Rd-Rosedale-NY-11422/32211757_zpid/,,,,,,2,4,"$514,999",,,"1,764",House for sale,,
"Co-op for sale, 4342 45th St APT 3L, Sunnyside, NY 11104, $380,000",https://www.greatschools.org/school?id=07057&state=NY,PS 150Q Sunnyside,8,"$1,861",https://www.greatschools.org/school?id=02633&state=NY,Is 204 Oliver W Holmes,3,$0/mo,https://www.zillow.com/homedetails/4342-45th-St-APT-3L-Sunnyside-NY-11104/245368749_zpid/,Merit Group Associates,(718) 786-6700,https://www.greatschools.org/school?id=02633&state=NY,Is 204 Oliver W Holmes,5,1,1,"$380,000","$316,165",$266/mo,745,Co-op for sale,"$2,000/mo","$371,288"
"Co-op for sale, 8360 118th St APT 12J, Kew Gardens, NY 11415, $190,000",https://www.greatschools.org/school?id=01923&state=NY,Ps 51,NA,"$1,652",https://www.greatschools.org/school?id=07039&state=NY,Ms 137 America S School Of Heroes,3,$696/mo,https://www.zillow.com/homedetails/8360-118th-St-APT-12J-Kew-Gardens-NY-11415/81961152_zpid/,Rick Farrell,(917) 576-8228,https://www.greatschools.org/school?id=07039&state=NY,Ms 137 America S School Of Heroes,7,1,1,"$190,000",--,$133/mo,--,Co-op for sale,"$1,700","$186,110"
